"BehaviorSpace results (NetLogo 6.2.2)"
"escenarios.nlogo"
"experiment_1"
"06/24/2022 17:21:39:166 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","pasosmax","angulomax","[step]","restoverde","restoalimento","tiempo"
"821","1","90","36","43","118","36"
"822","1","90","32","39","99","32"
"823","1","90","32","42","88","32"
"824","1","90","28","32","93","28"
"825","1","90","34","44","112","34"
"826","1","90","40","42","100","40"
"828","1","90","26","38","95","26"
"829","1","90","30","38","86","30"
"831","1","90","30","42","91","30"
"827","1","90","30","33","69","30"
"830","1","90","32","38","95","32"
"832","1","90","30","44","123","30"
"833","1","90","30","40","97","30"
"834","1","90","30","37","77","30"
"835","1","90","28","46","106","28"
"836","1","90","28","40","95","28"
"837","1","90","36","38","110","36"
"838","1","90","32","35","87","32"
"840","1","90","30","52","124","30"
"839","1","90","32","48","118","32"
"841","1","90","32","35","89","32"
"842","1","90","28","29","78","28"
"843","1","90","32","51","144","32"
"844","1","90","32","41","112","32"
"845","1","90","30","41","114","30"
"848","1","90","28","40","112","28"
"847","1","90","30","41","124","30"
"846","1","90","32","29","77","32"
"849","1","90","32","37","89","32"
"850","1","90","34","33","73","34"
"851","1","90","30","33","97","30"
"852","1","90","32","40","101","32"
"853","1","90","32","32","79","32"
"854","1","90","28","36","105","28"
"855","1","90","30","29","67","30"
"856","1","90","26","45","111","26"
"857","1","90","32","39","93","32"
"858","1","90","30","30","87","30"
"859","1","90","32","36","73","32"
"860","1","90","26","28","64","26"
"861","1","90","30","45","106","30"
"862","1","90","30","45","116","30"
"863","1","90","26","54","160","26"
"865","1","90","30","40","107","30"
"866","1","90","26","40","93","26"
"864","1","90","30","44","125","30"
"867","1","90","26","38","123","26"
"869","1","90","30","42","103","30"
"868","1","90","32","43","119","32"
"870","1","90","30","36","113","30"
"871","1","90","32","32","70","32"
"872","1","90","30","40","89","30"
"873","1","90","32","35","75","32"
"875","1","90","26","38","105","26"
"874","1","90","28","45","114","28"
"876","1","90","32","39","81","32"
"877","1","90","34","43","126","34"
"878","1","90","24","38","104","24"
"879","1","90","28","39","109","28"
"880","1","90","26","38","89","26"
"881","1","90","30","44","118","30"
"882","1","90","28","31","71","28"
"884","1","90","28","47","128","28"
"885","1","90","28","34","77","28"
"883","1","90","28","44","118","28"
"886","1","90","30","43","116","30"
"887","1","90","26","37","95","26"
"888","1","90","28","43","113","28"
"890","1","90","28","30","75","28"
"889","1","90","30","41","96","30"
"891","1","90","28","33","72","28"
"892","1","90","42","33","73","42"
"893","1","90","30","48","119","30"
"894","1","90","28","41","105","28"
"895","1","90","30","36","106","30"
"896","1","90","30","34","90","30"
"897","1","90","32","42","118","32"
"899","1","90","26","42","120","26"
"898","1","90","48","42","120","48"
"900","1","90","26","45","119","26"
"902","1","90","30","38","80","30"
"901","1","90","30","39","79","30"
"903","1","90","30","44","112","30"
"904","1","90","32","41","100","32"
"905","1","90","28","37","101","28"
"906","1","90","26","40","95","26"
"908","1","90","34","44","101","34"
"907","1","90","30","40","102","30"
"909","1","90","28","36","79","28"
"911","1","90","36","45","104","36"
"913","1","90","26","40","111","26"
"910","1","90","32","34","85","32"
"912","1","90","34","44","102","34"
"914","1","90","36","35","89","36"
"915","1","90","32","42","99","32"
"916","1","90","30","33","83","30"
"917","1","90","32","37","100","32"
"918","1","90","28","33","84","28"
"919","1","90","24","50","144","24"
"920","1","90","30","36","100","30"
"921","1","90","30","42","118","30"
"922","1","90","34","31","90","34"
"923","1","90","28","41","117","28"
"924","1","90","28","49","122","28"
"926","1","90","28","35","88","28"
"927","1","90","34","38","99","34"
"925","1","90","28","47","118","28"
"930","1","90","34","46","113","34"
"929","1","90","30","47","107","30"
"931","1","90","36","38","81","36"
"932","1","90","28","42","93","28"
"928","1","90","28","37","98","28"
"934","1","90","26","32","76","26"
"933","1","90","30","40","117","30"
"935","1","90","30","36","104","30"
"936","1","90","32","37","87","32"
"937","1","90","30","38","65","30"
"938","1","90","28","39","93","28"
"939","1","90","40","38","104","40"
"941","1","90","36","39","118","36"
"942","1","90","34","44","120","34"
"943","1","90","34","35","96","34"
"944","1","90","32","40","85","32"
"945","1","90","28","45","95","28"
"946","1","90","34","37","106","34"
"947","1","90","30","38","91","30"
"948","1","90","34","37","78","34"
"949","1","90","28","38","113","28"
"940","1","90","32","29","67","32"
"950","1","90","28","44","101","28"
"951","1","90","32","42","118","32"
"952","1","90","28","50","100","28"
"953","1","90","32","39","90","32"
"954","1","90","28","55","155","28"
"955","1","90","28","42","99","28"
"956","1","90","32","43","91","32"
"957","1","90","26","33","78","26"
"958","1","90","28","43","117","28"
"959","1","90","26","37","99","26"
"960","1","90","34","36","87","34"
"961","1","90","36","44","144","36"
"962","1","90","26","38","102","26"
"963","1","90","30","32","68","30"
"964","1","90","28","42","133","28"
"965","1","90","32","38","110","32"
"967","1","90","30","40","107","30"
"966","1","90","30","36","96","30"
"968","1","90","28","45","124","28"
"969","1","90","34","33","77","34"
"970","1","90","28","43","126","28"
"971","1","90","30","39","111","30"
"972","1","90","26","36","111","26"
"974","1","90","28","43","120","28"
"975","1","90","26","44","141","26"
"976","1","90","30","35","108","30"
"977","1","90","34","44","123","34"
"979","1","90","36","39","100","36"
"973","1","90","32","45","102","32"
"978","1","90","34","46","126","34"
"980","1","90","32","40","103","32"
"981","1","90","30","48","123","30"
"982","1","90","32","34","86","32"
"983","1","90","26","42","114","26"
"984","1","90","28","52","128","28"
"986","1","90","32","39","109","32"
"987","1","90","30","37","88","30"
"988","1","90","34","39","94","34"
"989","1","90","30","44","106","30"
"990","1","90","28","49","119","28"
"992","1","90","26","45","111","26"
"991","1","90","26","35","97","26"
"993","1","90","28","35","87","28"
"995","1","90","32","37","91","32"
"996","1","90","28","48","105","28"
"994","1","90","36","39","92","36"
"985","1","90","34","43","108","34"
"997","1","90","30","33","88","30"
"998","1","90","28","36","93","28"
"999","1","90","34","36","109","34"
"1000","1","90","40","36","97","40"
"1002","1","180","28","47","111","28"
"1001","1","180","28","39","105","28"
"1003","1","180","28","41","96","28"
"1004","1","180","28","40","102","28"
"1005","1","180","30","41","106","30"
"1006","1","180","28","50","117","28"
"1007","1","180","26","32","80","26"
"1008","1","180","30","40","107","30"
"1009","1","180","30","31","86","30"
"1010","1","180","30","36","89","30"
"1011","1","180","32","44","132","32"
"1012","1","180","28","34","79","28"
"1014","1","180","30","35","84","30"
"1013","1","180","30","32","69","30"
"1015","1","180","28","30","99","28"
"1016","1","180","28","55","149","28"
"1017","1","180","28","34","101","28"
"1018","1","180","24","50","116","24"
"1020","1","180","26","38","98","26"
"1019","1","180","38","38","108","38"
"1021","1","180","32","38","82","32"
"1022","1","180","30","27","69","30"
"1023","1","180","28","47","125","28"
"1024","1","180","30","41","112","30"
"1025","1","180","28","40","100","28"
"1026","1","180","36","51","138","36"
"1027","1","180","32","35","75","32"
"1029","1","180","28","44","122","28"
"1028","1","180","34","35","97","34"
"1030","1","180","28","53","123","28"
"1031","1","180","26","31","87","26"
"1032","1","180","26","41","115","26"
"1033","1","180","28","42","105","28"
"1034","1","180","36","40","88","36"
"1036","1","180","26","33","89","26"
"1037","1","180","28","42","124","28"
"1035","1","180","26","35","91","26"
"1038","1","180","32","32","85","32"
"1040","1","180","32","28","68","32"
"1041","1","180","28","37","89","28"
"1039","1","180","34","37","84","34"
"1042","1","180","28","47","130","28"
"1043","1","180","30","40","103","30"
"1044","1","180","30","43","109","30"
"1045","1","180","26","39","99","26"
"1046","1","180","30","40","95","30"
"1047","1","180","28","37","92","28"
"1049","1","180","28","48","133","28"
"1048","1","180","32","38","97","32"
"1050","1","180","30","36","81","30"
"1051","1","180","26","39","136","26"
"1052","1","180","30","35","105","30"
"1053","1","180","30","31","88","30"
"1054","1","180","30","44","121","30"
"1055","1","180","38","43","132","38"
"1057","1","180","30","49","121","30"
"1056","1","180","32","35","88","32"
"1058","1","180","28","28","77","28"
"1059","1","180","28","32","88","28"
"1060","1","180","28","39","93","28"
"1064","1","180","28","38","88","28"
"1062","1","180","32","40","101","32"
"1061","1","180","28","34","85","28"
"1065","1","180","32","46","122","32"
"1063","1","180","48","37","99","48"
"1066","1","180","28","35","99","28"
"1067","1","180","38","37","99","38"
"1068","1","180","26","31","77","26"
"1069","1","180","30","44","91","30"
"1071","1","180","26","43","108","26"
"1070","1","180","28","43","102","28"
"1072","1","180","32","35","93","32"
"1073","1","180","30","50","143","30"
"1074","1","180","30","41","96","30"
"1075","1","180","32","46","114","32"
"1076","1","180","32","42","99","32"
"1077","1","180","26","48","141","26"
"1079","1","180","28","37","86","28"
"1078","1","180","30","32","82","30"
"1080","1","180","26","42","112","26"
"1081","1","180","30","37","82","30"
"1083","1","180","26","44","111","26"
"1082","1","180","34","47","113","34"
"1085","1","180","30","40","94","30"
"1084","1","180","34","34","94","34"
"1086","1","180","28","31","80","28"
"1089","1","180","28","42","105","28"
"1088","1","180","30","36","105","30"
"1087","1","180","32","50","130","32"
"1090","1","180","28","36","99","28"
"1091","1","180","28","46","113","28"
"1093","1","180","30","28","78","30"
"1092","1","180","38","41","112","38"
"1094","1","180","34","45","103","34"
"1095","1","180","34","44","107","34"
"1096","1","180","26","38","92","26"
"1097","1","180","28","35","78","28"
"1098","1","180","28","51","129","28"
"1099","1","180","30","35","87","30"
"1100","1","180","30","51","124","30"
"1101","1","180","36","38","96","36"
"1102","1","180","28","34","76","28"
"1103","1","180","30","38","115","30"
"1104","1","180","28","44","119","28"
"1106","1","180","42","43","95","42"
"1107","1","180","38","38","100","38"
"1109","1","180","32","32","78","32"
"1108","1","180","30","50","140","30"
"1111","1","180","26","41","105","26"
"1110","1","180","28","32","88","28"
"1112","1","180","28","37","100","28"
"1105","1","180","28","40","89","28"
"1113","1","180","30","25","81","30"
"1114","1","180","28","44","101","28"
"1115","1","180","32","41","115","32"
"1116","1","180","30","36","101","30"
"1117","1","180","30","44","109","30"
"1120","1","180","28","45","122","28"
"1118","1","180","28","33","91","28"
"1119","1","180","30","42","113","30"
"1121","1","180","28","39","118","28"
"1122","1","180","32","53","154","32"
"1125","1","180","26","51","136","26"
"1123","1","180","34","48","117","34"
"1124","1","180","36","42","109","36"
"1126","1","180","30","34","104","30"
"1127","1","180","26","39","101","26"
"1128","1","180","32","46","117","32"
"1129","1","180","34","43","105","34"
"1130","1","180","36","42","105","36"
"1131","1","180","30","42","109","30"
"1132","1","180","30","30","101","30"
"1133","1","180","30","49","131","30"
"1134","1","180","30","35","79","30"
"1135","1","180","28","39","92","28"
"1136","1","180","28","36","90","28"
"1137","1","180","28","43","131","28"
"1139","1","180","26","37","97","26"
"1138","1","180","36","37","114","36"
"1140","1","180","30","37","121","30"
"1143","1","180","26","33","83","26"
"1141","1","180","36","31","63","36"
"1142","1","180","30","33","77","30"
"1145","1","180","30","42","91","30"
"1144","1","180","34","45","113","34"
"1148","1","180","26","45","116","26"
"1147","1","180","30","31","84","30"
"1146","1","180","32","45","101","32"
"1149","1","180","30","43","95","30"
"1151","1","180","30","34","81","30"
"1150","1","180","34","42","100","34"
"1152","1","180","34","40","99","34"
"1153","1","180","34","45","115","34"
"1154","1","180","26","41","99","26"
"1156","1","180","32","48","123","32"
"1157","1","180","26","51","115","26"
"1155","1","180","30","39","100","30"
"1159","1","180","32","41","120","32"
"1160","1","180","32","41","116","32"
"1161","1","180","30","32","71","30"
"1162","1","180","28","41","104","28"
"1158","1","180","28","46","123","28"
"1163","1","180","32","31","77","32"
"1164","1","180","28","36","87","28"
"1167","1","180","30","38","101","30"
"1165","1","180","28","27","63","28"
"1166","1","180","32","35","86","32"
"1169","1","180","30","37","99","30"
"1168","1","180","30","31","74","30"
"1170","1","180","28","37","96","28"
"1171","1","180","26","35","84","26"
"1172","1","180","28","37","80","28"
"1173","1","180","30","37","93","30"
"1174","1","180","30","43","109","30"
"1176","1","180","28","41","93","28"
"1175","1","180","32","43","99","32"
"1177","1","180","32","51","117","32"
"1179","1","180","34","39","95","34"
"1178","1","180","32","33","90","32"
"1180","1","180","32","34","80","32"
"1181","1","180","26","39","105","26"
"1183","1","180","26","42","98","26"
"1182","1","180","30","43","123","30"
"1184","1","180","28","35","80","28"
"1185","1","180","30","32","88","30"
"1186","1","180","30","43","83","30"
"1187","1","180","32","37","104","32"
"1189","1","180","26","42","101","26"
"1188","1","180","38","41","104","38"
"1190","1","180","28","32","67","28"
"1191","1","180","34","39","96","34"
"1192","1","180","30","38","107","30"
"1194","1","180","30","44","106","30"
"1193","1","180","34","40","101","34"
"1196","1","180","30","39","102","30"
"1195","1","180","28","43","117","28"
"1197","1","180","26","42","104","26"
"1198","1","180","26","33","91","26"
"1199","1","180","34","44","99","34"
"1200","1","180","36","38","105","36"
"1201","1","180","30","43","125","30"
"1202","1","180","36","38","74","36"
"1203","1","180","26","40","115","26"
"1206","1","180","28","42","121","28"
"1204","1","180","34","46","128","34"
"1205","1","180","28","44","103","28"
"1207","1","180","28","32","77","28"
"1209","1","180","32","42","119","32"
"1208","1","180","32","32","78","32"
"1210","1","180","32","43","118","32"
"1211","1","180","28","32","108","28"
"1212","1","180","28","33","91","28"
"1214","1","180","36","40","104","36"
"1215","1","180","28","41","119","28"
"1213","1","180","30","47","124","30"
"1216","1","180","28","34","73","28"
"1217","1","180","28","36","82","28"
"1218","1","180","38","33","83","38"
"1219","1","180","28","40","124","28"
"1220","1","180","30","36","87","30"
"1222","1","180","26","34","91","26"
"1221","1","180","28","34","89","28"
"1224","1","180","30","28","73","30"
"1223","1","180","30","35","96","30"
"1225","1","180","34","50","123","34"
"1227","1","180","26","43","112","26"
"1226","1","180","26","36","85","26"
"1228","1","180","30","42","106","30"
"1229","1","180","28","42","124","28"
"1230","1","180","28","39","145","28"
"1231","1","180","32","40","112","32"
"1232","1","180","32","46","125","32"
"1233","1","180","30","26","70","30"
"1234","1","180","28","40","106","28"
"1235","1","180","34","40","116","34"
"1236","1","180","30","53","106","30"
"1237","1","180","28","40","100","28"
"1238","1","180","28","36","82","28"
"1239","1","180","28","39","104","28"
"1242","1","180","30","30","68","30"
"1241","1","180","32","34","74","32"
"1240","1","180","30","46","113","30"
"1244","1","180","28","34","83","28"
"1243","1","180","32","41","101","32"
"1245","1","180","26","46","107","26"
"1246","1","180","32","44","115","32"
"1247","1","180","30","38","101","30"
"1248","1","180","30","36","74","30"
"1249","1","180","28","37","96","28"
"1251","1","180","30","40","90","30"
"1252","1","180","30","35","87","30"
"1253","1","180","28","45","123","28"
"1250","1","180","28","29","88","28"
